COMPLAINT_ID,CONTRACT_ID,PARENT_ORGANIZATION,REGION_RESPONSIBLE,CATEGORY,SUBCATEGORY,SUBCATEGORY_OTHER,COMPLAINT_SUMMARY,UPDATED_DATE,CASEWORK,COMMENT_TEXT,COMPLAINANT_TYPE,STATE
C163,CT1163,AutoMotive Parts,Asia,Product,Defective Airbag,,Airbag deployed unexpectedly during normal driving conditions.,2027-03-17,Open,Initiating a recall and offering free replacements.,Individual,JP
C164,CT1164,HomeGoods Retailers,South America,Support,Unhelpful Response,,Customer service provided generic responses without addressing the issue.,2027-03-22,Closed,Trained support staff on effective communication and problem-solving.,Business,BR
C165,CT1165,FoodieCo,North America,Delivery,Wrong Item Delivered,,Received a completely different item than what was ordered.,2027-03-27,Open,Arranging for the correct item to be delivered and a refund for the inconvenience.,Individual,US
C166,CT1166,SmartHome Devices,Europe,Billing,Double Billing,,Account was charged twice for the same service in one billing cycle.,2027-04-01,Closed,Refunded the duplicate charge and reviewed billing processes to prevent recurrence.,Business,FR
C167,CT1167,HealthPlus,Asia,Service,Delayed Response,,Medical consultation was delayed by over an hour without prior notice.,2027-04-06,Open,Apologizing to the patient and reviewing scheduling procedures.,Individual,IN
C168,CT1168,TravelMate,South America,Product,Faulty GPS,,GPS device failed to provide accurate location data.,2027-04-11,Closed,Offered a full refund or replacement unit.,Business,AR
C169,CT1169,Quantum Innovations,North America,Billing,Unauthorized Charge,,Customer noticed an unauthorized charge of $100 on their account.,2027-03-07,Open,Investigating the source of the unauthorized charge.,Individual,CA
C170,CT1170,GreenTech Solutions,Europe,Service,Service Downtime,,Service was unavailable for 24 hours without prior notice.,2027-03-12,Closed,Provided a service credit and improved communication protocols.,Business,DE
C171,CT1171,AutoMotive Parts,Asia,Product,Defective Airbag,,Airbag deployed unexpectedly during normal driving conditions.,2027-03-17,Open,Initiating a recall and offering free replacements.,Individual,JP
C172,CT1172,HomeGoods Retailers,South America,Support,Unhelpful Response,,Customer service provided generic responses without addressing the issue.,2027-03-22,Closed,Trained support staff on effective communication and problem-solving.,Business,BR
C173,CT1173,FoodieCo,North America,Delivery,Wrong Item Delivered,,Received a completely different item than what was ordered.,2027-03-27,Open,Arranging for the correct item to be delivered and a refund for the inconvenience.,Individual,US
C174,CT1174,SmartHome Devices,Europe,Billing,Double Billing,,Account was charged twice for the same service in one billing cycle.,2027-04-01,Closed,Refunded the duplicate charge and reviewed billing processes to prevent recurrence.,Business,FR
C175,CT1175,HealthPlus,Asia,Service,Delayed Response,,Medical consultation was delayed by over an hour without prior notice.,2027-04-06,Open,Apologizing to the patient and reviewing scheduling procedures.,Individual,IN
C176,CT1176,TravelMate,South America,Product,Faulty GPS,,GPS device failed to provide accurate location data.,2027-04-11,Closed,Offered a full refund or replacement unit.,Business,AR
C177,CT1177,BookWorld,North America,Support,Unresponsive Chatbot,,Automated chatbot failed to provide useful assistance and disconnected abruptly.,2027-04-16,Open,Improving chatbot algorithms and providing alternative support channels.,Individual,CA
C178,CT1178,PetCare,Europe,Delivery,Package Lost,,Pet food delivery package was lost in transit and never arrived.,2027-04-21,Closed,Reshipped the order and upgraded shipping to prevent future issues.,Business,DE
C179,CT1179,Quantum Innovations,Asia,Billing,Unauthorized Charge,,Customer noticed an unauthorized charge of $100 on their account.,2027-04-26,Open,Investigating the source of the unauthorized charge.,Individual,JP
C180,CT1180,GreenTech Solutions,South America,Service,Service Interruption,,Service was interrupted for 48 hours without prior notice.,2027-05-01,Closed,Provided a service credit and improved communication protocols.,Business,BR
C181,CT1181,AutoMotive Parts,North America,Product,Defective Airbag,,Airbag deployed unexpectedly during normal driving conditions.,2027-05-06,Open,Initiating a recall and offering free replacements.,Individual,US
C182,CT1182,HomeGoods Retailers,Europe,Support,Unhelpful Response,,Customer service provided generic responses without addressing the issue.,2027-05-11,Closed,Trained support staff on effective communication and problem-solving.,Business,FR
C183,CT1183,FoodieCo,Asia,Delivery,Wrong Item Delivered,,Received a completely different item than what was ordered.,2027-05-16,Open,Arranging for the correct item to be delivered and a refund for the inconvenience.,Individual,IN
C184,CT1184,SmartHome Devices,South America,Billing,Double Billing,,Account was charged twice for the same service in one billing cycle.,2027-05-21,Closed,Refunded the duplicate charge and reviewed billing processes to prevent recurrence.,Business,AR
C185,CT1185,HealthPlus,North America,Service,Delayed Response,,Medical consultation was delayed by over an hour without prior notice.,2027-05-26,Open,Apologizing to the patient and reviewing scheduling procedures.,Individual,CA
C186,CT1186,TravelMate,Europe,Product,Faulty GPS,,GPS device failed to provide accurate location data.,2027-05-31,Closed,Offered a full refund or replacement unit.,Business,FR
C187,CT1187,BookWorld,Asia,Support,Unresponsive Chatbot,,Automated chatbot failed to provide useful assistance and disconnected abruptly.,2027-06-05,Open,Improving chatbot algorithms and providing alternative support channels.,Individual,IN
C188,CT1188,PetCare,South America,Delivery,Package Lost,,Pet food delivery package was lost in transit and never arrived.,2027-06-10,Closed,Reshipped the order and upgraded shipping to prevent future issues.,Business,AR
C189,CT1189,Quantum Innovations,North America,Billing,Unauthorized Charge,,Customer noticed an unauthorized charge of $100 on their account.,2027-06-15,Open,Investigating the source of the unauthorized charge.,Individual,CA
C190,CT1190,GreenTech Solutions,Europe,Service,Service Downtime,,Service was unavailable for 24 hours without prior notice.,2027-06-20,Closed,Provided a service credit and improved communication protocols.,Business,DE
C191,CT1191,AutoMotive Parts,Asia,Product,Defective Airbag,,Airbag deployed unexpectedly during normal driving conditions.,2027-06-25,Open,Initiating a recall and offering free replacements.,Individual,JP
C192,CT1192,HomeGoods Retailers,South America,Support,Unhelpful Response,,Customer service provided generic responses without addressing the issue.,2027-06-30,Closed,Trained support staff on effective communication and problem-solving.,Business,BR
C193,CT1193,FoodieCo,North America,Delivery,Wrong Item Delivered,,Received a completely different item than what was ordered.,2027-07-05,Open,Arranging for the correct item to be delivered and a refund for the inconvenience.,Individual,US
C194,CT1194,SmartHome Devices,Europe,Billing,Double Billing,,Account was charged twice for the same service in one billing cycle.,2027-07-10,Closed,Refunded the duplicate charge and reviewed billing processes to prevent recurrence.,Business,FR
C195,CT1195,HealthPlus,Asia,Service,Delayed Response,,Medical consultation was delayed by over an hour without prior notice.,2027-07-15,Open,Apologizing to the patient and reviewing scheduling procedures.,Individual,IN
C196,CT1196,TravelMate,South America,Product,Faulty GPS,,GPS device failed to provide accurate location data.,2027-07-20,Closed,Offered a full refund or replacement unit.,Business,AR
C197,CT1197,BookWorld,North America,Support,Unresponsive Chatbot,,Automated chatbot failed to provide useful assistance and disconnected abruptly.,2027-07-25,Open,Improving chatbot algorithms and providing alternative support channels.,Individual,US
C198,CT1198,PetCare,Europe,Delivery,Package Lost,,Pet food delivery package was lost in transit and never arrived.,2027-07-30,Closed,Reshipped the order and upgraded shipping to prevent future issues.,Business,DE
C199,CT1199,Quantum Innovations,Asia,Billing,Unauthorized Charge,,Customer noticed an unauthorized charge of $100 on their account.,2027-08-04,Open,Investigating the source of the unauthorized charge.,Individual,JP
C200,CT1200,GreenTech Solutions,South America,Service,Service Interruption,,Service was unavailable for 48 hours without prior notice.,2027-08-09,Closed,Provided a service credit and improved communication protocols.,Business,BR
C201,CT1201,AutoMotive Parts,North America,Product,Defective Airbag,,Airbag deployed unexpectedly during normal driving conditions.,2027-08-14,Open,Initiating a recall and offering free replacements.,Individual,US
C202,CT1202,HomeGoods Retailers,Europe,Support,Unhelpful Response,,Customer service provided generic responses without addressing the issue.,2027-08-19,Closed,Trained support staff on effective communication and problem-solving.,Business,FR
C203,CT1203,FoodieCo,Asia,Delivery,Wrong Item Delivered,,Received a completely different item than what was ordered.,2027-08-24,Open,Arranging for the correct item to be delivered and a refund for the inconvenience.,Individual,IN
C204,CT1204,SmartHome Devices,South America,Billing,Double Billing,,Account was charged twice for the same service in one billing cycle.,2027-08-29,Closed,Refunded the duplicate charge and reviewed billing processes to prevent recurrence.,Business,AR
C205,CT1205,HealthPlus,North America,Service,Delayed Response,,Medical consultation was delayed by over an hour without prior notice.,2027-09-03,Open,Apologizing to the patient and reviewing scheduling procedures.,Individual,CA
C206,CT1206,TravelMate,Europe,Product,Faulty GPS,,GPS device failed to provide accurate location data.,2027-09-08,Closed,Offered a full refund or replacement unit.,Business,FR
C207,CT1207,BookWorld,Asia,Support,Unresponsive Chatbot,,Automated chatbot failed to provide useful assistance and disconnected abruptly.,2027-09-13,Open,Improving chatbot algorithms and providing alternative support channels.,Individual,IN
C208,CT1208,PetCare,South America,Delivery,Package Lost,,Pet food delivery package was lost in transit and never arrived.,2027-09-18,Closed,Reshipped the order and upgraded shipping to prevent future issues.,Business,AR
C209,CT1209,Quantum Innovations,North America,Billing,Unauthorized Charge,,Customer noticed an unauthorized charge of $100 on their account.,2027-09-23,Open,Investigating the source of the unauthorized charge.,Individual,CA
C210,CT1210,GreenTech Solutions,Europe,Service,Service Downtime,,Service was unavailable for 24 hours without prior notice.,2027-09-28,Closed,Provided a service credit and improved communication protocols.,Business,DE
C211,CT1211,AutoMotive Parts,Asia,Product,Defective Airbag,,Airbag deployed unexpectedly during normal driving conditions.,2027-10-03,Open,Initiating a recall and offering free replacements.,Individual,JP
C212,CT1212,HomeGoods Retailers,South America,Support,Unhelpful Response,,Customer service provided generic responses without addressing the issue.,2027-10-08,Closed,Trained support staff on effective communication and problem-solving.,Business,BR
C213,CT1213,FoodieCo,North America,Delivery,Wrong Item Delivered,,Received a completely different item than what was ordered.,2027-10-13,Open,Arranging for the correct item to be delivered and a refund for the inconvenience.,Individual,US
C214,CT1214,SmartHome Devices,Europe,Billing,Double Billing,,Account was charged twice for the same service in one billing cycle.,2027-10-18,Closed,Refunded the duplicate charge and reviewed billing processes to prevent recurrence.,Business,FR
C215,CT1215,HealthPlus,Asia,Service,Delayed Response,,Medical consultation was delayed by over an hour without prior notice.,2027-10-23,Open,Apologizing to the patient and reviewing scheduling procedures.,Individual,IN
C216,CT1216,TravelMate,South America,Product,Faulty GPS,,GPS device failed to provide accurate location data.,2027-10-28,Closed,Offered a full refund or replacement unit.,Business,AR
C217,CT1217,BookWorld,North America,Support,Unresponsive Chatbot,,Automated chatbot failed to provide useful assistance and disconnected abruptly.,2027-11-02,Open,Improving chatbot algorithms and providing alternative support channels.,Individual,US
C218,CT1218,PetCare,Europe,Delivery,Package Lost,,Pet food delivery package was lost in transit and never arrived.,2027-11-07,Closed,Reshipped the order and upgraded shipping to prevent future issues.,Business,DE
C219,CT1219,Quantum Innovations,Asia,Billing,Unauthorized Charge,,Customer noticed an unauthorized charge of $100 on their account.,2027-11-12,Open,Investigating the source of the unauthorized charge.,Individual,JP
C220,CT1220,GreenTech Solutions,South America,Service,Service Interruption,,Service was unavailable for 48 hours without prior notice.,2027-11-17,Closed,Provided a service credit and improved communication protocols.,Business,BR
C221,CT1221,AutoMotive Parts,North America,Product,Defective Airbag,,Airbag deployed unexpectedly during normal driving conditions.,2027-11-22,Open,Initiating a recall and offering free replacements.,Individual,US
C222,CT1222,HomeGoods Retailers,Europe,Support,Unhelpful Response,,Customer service provided generic responses without addressing the issue.,2027-11-27,Closed,Trained support staff on effective communication and problem-solving.,Business,FR
C223,CT1223,FoodieCo,Asia,Delivery,Wrong Item Delivered,,Received a completely different item than what was ordered.,2027-12-02,Open,Arranging for the correct item to be delivered and a refund for the inconvenience.,Individual,IN
C224,CT1224,SmartHome Devices,South America,Billing,Double Billing,,Account was charged twice for the same service in one billing cycle.,2027-12-07,Closed,Refunded the duplicate charge and reviewed billing processes to prevent recurrence.,Business,AR
C225,CT1225,HealthPlus,North America,Service,Delayed Response,,Medical consultation was delayed by over an hour without prior notice.,2027-12-12,Open,Apologizing to the patient and reviewing scheduling procedures.,Individual,CA
C226,CT1226,TravelMate,Europe,Product,Faulty GPS,,GPS device failed to provide accurate location data.,2027-12-17,Closed,Offered a full refund or replacement unit.,Business,DE
C227,CT1227,BookWorld,Asia,Support,Unresponsive Chatbot,,Automated chatbot failed to provide useful assistance and disconnected abruptly.,2027-12-22,Open,Improving chatbot algorithms and providing alternative support channels.,Individual,IN
C228,CT1228,PetCare,South America,Delivery,Package Lost,,Pet food delivery package was lost in transit and never arrived.,2027-12-27,Closed,Reshipped the order and upgraded shipping to prevent future issues.,Business,BR
C229,CT1229,Quantum Innovations,North America,Billing,Unauthorized Charge,,Customer noticed an unauthorized charge of $100 on their account.,2028-01-01,Open,Investigating the source of the unauthorized charge.,Individual,CA
C230,CT1230,GreenTech Solutions,Europe,Service,Service Downtime,,Service was unavailable for 24 hours without prior notice.,2028-01-06,Closed,Provided a service credit and improved communication protocols.,Business,DE
C231,CT1231,AutoMotive Parts,Asia,Product,Defective Airbag,,Airbag deployed unexpectedly during normal driving conditions.,2028-01-11,Open,Initiating a recall and offering free replacements.,Individual,JP
C232,CT1232,HomeGoods Retailers,South America,Support,Unhelpful Response,,Customer service provided generic responses without addressing the issue.,2028-01-16,Closed,Trained support staff on effective communication and problem-solving.,Business,AR
C233,CT1233,FoodieCo,North America,Delivery,Wrong Item Delivered,,Received a completely different item than what was ordered.,2028-01-21,Open,Arranging for the correct item to be delivered and a refund for the inconvenience.,Individual,US
C234,CT1234,SmartHome Devices,Europe,Billing,Double Billing,,Account was charged twice for the same service in one billing cycle.,2028-01-26,Closed,Refunded the duplicate charge and reviewed billing processes to prevent recurrence.,Business,FR
C235,CT1235,HealthPlus,Asia,Service,Delayed Response,,Medical consultation was delayed by over an hour without prior notice.,2028-01-31,Open,Apologizing to the patient and reviewing scheduling procedures.,Individual,IN
C236,CT1236,TravelMate,South America,Product,Faulty GPS,,GPS device failed to provide accurate location data.,2028-02-05,Closed,Offered a full refund or replacement unit.,Business,AR
C237,CT1237,BookWorld,North America,Support,Unresponsive Chatbot,,Automated chatbot failed to provide useful assistance and disconnected abruptly.,2028-02-10,Open,Improving chatbot algorithms and providing alternative support channels.,Individual,US
C238,CT1238,PetCare,Europe,Delivery,Package Lost,,Pet food delivery package was lost in transit and never arrived.,2028-02-15,Closed,Reshipped the order and upgraded shipping to prevent future issues.,Business,DE
C239,CT1239,Quantum Innovations,Asia,Billing,Unauthorized Charge,,Customer noticed an unauthorized charge of $100 on their account.,2028-02-20,Open,Investigating the source of the unauthorized charge.,Individual,IN
C240,CT1240,GreenTech Solutions,South America,Service,Service Interruption,,Service was unavailable for 48 hours without prior notice.,2028-02-25,Closed,Provided a service credit and improved communication protocols.,Business,BR
